Current Pose: X: 0.00188647, Y: -0.00683429, Z: 0.32157, Yaw: 1.84711, Target Pose: X: 0, Y: 0, Z: 0, Yaw: 0, Velocity_out: X: -0.00188647, Y: 0.00683429, Z: -0.32157, Velocity_in: X: 0, Y: 0, Z: 0, Error: X: -0.00188647, Y: 0.00683429, Z: -0.32157, 
Current Pose: X: 0.00188258, Y: -0.00683321, Z: 0.321379, Yaw: 1.8471, Target Pose: X: 0, Y: 0, Z: 0, Yaw: 0, Velocity_out: X: -0.00188258, Y: 0.00683321, Z: -0.321379, Velocity_in: X: 0.00054279, Y: -0.000767508, Z: -0.000945129, Error: X: -0.00188258, Y: 0.00683321, Z: -0.321379, 
Current Pose: X: 0.00188234, Y: -0.00682913, Z: 0.321202, Yaw: 1.84708, Target Pose: X: 0, Y: 0, Z: 0, Yaw: 0, Velocity_out: X: -0.00188234, Y: 0.00682913, Z: -0.321202, Velocity_in: X: 0.000539552, Y: -0.000767005, Z: -0.00091945, Error: X: -0.00188234, Y: 0.00682913, Z: -0.321202, 
Current Pose: X: 0.00188534, Y: -0.00682119, Z: 0.321036, Yaw: 1.84707, Target Pose: X: 0, Y: 0, Z: 0, Yaw: 0, Velocity_out: X: -0.00188534, Y: 0.00682119, Z: -0.321036, Velocity_in: X: 0.000548762, Y: -0.000935675, Z: -0.000796817, Error: X: -0.00188534, Y: 0.00682119, Z: -0.321036, 
Current Pose: X: 0.00189426, Y: -0.00680341, Z: 0.32081, Yaw: 1.84706, Target Pose: X: 0, Y: 0, Z: 0, Yaw: 0, Velocity_out: X: -0.00189426, Y: 0.00680341, Z: -0.32081, Velocity_in: X: 0.000561722, Y: -0.000889052, Z: -0.000774087, Error: X: -0.00189426, Y: 0.00680341, Z: -0.32081, 
Current Pose: X: 0.00190127, Y: -0.00678316, Z: 0.320649, Yaw: 1.84706, Target Pose: X: 0, Y: 0, Z: 0, Yaw: 0, Velocity_out: X: -0.00190127, Y: 0.00678316, Z: -0.320649, Velocity_in: X: 0.000697496, Y: -0.00101027, Z: -0.000789233, Error: X: -0.00190127, Y: 0.00678316, Z: -0.320649, 
Current Pose: X: 0.00189461, Y: -0.0067753, Z: 0.32051, Yaw: 1.84706, Target Pose: X: 0, Y: 0, Z: 0, Yaw: 0, Velocity_out: X: -0.00189461, Y: 0.0067753, Z: -0.32051, Velocity_in: X: 0.000835773, Y: -0.000926953, Z: -0.000817251, Error: X: -0.00189461, Y: 0.0067753, Z: -0.32051, 
Current Pose: X: 0.00188904, Y: -0.00676279, Z: 0.320421, Yaw: 1.84705, Target Pose: X: 0, Y: 0, Z: 0, Yaw: 0, Velocity_out: X: -0.00188904, Y: 0.00676279, Z: -0.320421, Velocity_in: X: 0.000944394, Y: -0.000843261, Z: -0.000888504, Error: X: -0.00188904, Y: 0.00676279, Z: -0.320421, 
Current Pose: X: 0.00188768, Y: -0.00673967, Z: 0.32041, Yaw: 1.84706, Target Pose: X: 0, Y: 0, Z: 0, Yaw: 0, Velocity_out: X: -0.00188768, Y: 0.00673967, Z: -0.32041, Velocity_in: X: 0.000981389, Y: -0.000964679, Z: -0.000892222, Error: X: -0.00188768, Y: 0.00673967, Z: -0.32041, 
Current Pose: X: 0.00188986, Y: -0.00671682, Z: 0.320352, Yaw: 1.84706, Target Pose: X: 0, Y: 0, Z: 0, Yaw: 0, Velocity_out: X: -0.00188986, Y: 0.00671682, Z: -0.320352, Velocity_in: X: 0.000984952, Y: -0.00103021, Z: -0.000868339, Error: X: -0.00188986, Y: 0.00671682, Z: -0.320352, 
Current Pose: X: 0.00189848, Y: -0.00667702, Z: 0.320271, Yaw: 1.84706, Target Pose: X: 0, Y: 0, Z: 0, Yaw: 0, Velocity_out: X: -0.00189848, Y: 0.00667702, Z: -0.320271, Velocity_in: X: 0.00111304, Y: -0.0010514, Z: -0.00101084, Error: X: -0.00189848, Y: 0.00667702, Z: -0.320271, 
