Current Pose: X: -0.788770, Y: -1.381456, Z: -0.683463, Yaw: 2.080071, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 3.549465, Y: 6.216550, Z: 3.075581, Velocity_in: X: 0.000000, Y: 0.000000, Z: 0.000000, Error: X: 0.788770, Y: 1.381456, Z: 0.683463, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 645479
Current Pose: X: -0.787416, Y: -1.382273, Z: -0.674254, Yaw: 2.078889, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.787188, Y: 1.382423, Z: 2.359743, Velocity_in: X: 0.001441, Y: -0.001474, Z: 0.010296, Error: X: 0.787416, Y: 1.382273, Z: 0.674254, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 646473
Current Pose: X: -0.787296, Y: -1.382337, Z: -0.673820, Yaw: 2.078830, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.786877, Y: 1.382559, Z: 2.357936, Velocity_in: X: 0.001140, Y: -0.001812, Z: 0.010335, Error: X: 0.787296, Y: 1.382337, Z: 0.673820, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 646506
Current Pose: X: -0.787156, Y: -1.382406, Z: -0.673299, Yaw: 2.078804, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.786667, Y: 1.382648, Z: 2.356027, Velocity_in: X: 0.000602, Y: -0.002321, Z: 0.010348, Error: X: 0.787156, Y: 1.382406, Z: 0.673299, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 646539
Current Pose: X: -0.787019, Y: -1.382483, Z: -0.672785, Yaw: 2.078744, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.786540, Y: 1.382756, Z: 2.354234, Velocity_in: X: 0.000302, Y: -0.002420, Z: 0.010418, Error: X: 0.787019, Y: 1.382483, Z: 0.672785, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 646575
Current Pose: X: -0.786887, Y: -1.382557, Z: -0.672398, Yaw: 2.078690, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.786424, Y: 1.382813, Z: 2.353006, Velocity_in: X: 0.000082, Y: -0.002405, Z: 0.010299, Error: X: 0.786887, Y: 1.382557, Z: 0.672398, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 646608
Current Pose: X: -0.786699, Y: -1.382666, Z: -0.672094, Yaw: 2.078612, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.786043, Y: 1.383048, Z: 2.352023, Velocity_in: X: -0.000315, Y: -0.002817, Z: 0.010182, Error: X: 0.786699, Y: 1.382666, Z: 0.672094, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 646641
Current Pose: X: -0.786499, Y: -1.382766, Z: -0.671791, Yaw: 2.078592, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.785798, Y: 1.383118, Z: 2.350965, Velocity_in: X: -0.000424, Y: -0.003028, Z: 0.010147, Error: X: 0.786499, Y: 1.382766, Z: 0.671791, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 646674
Current Pose: X: -0.786348, Y: -1.382839, Z: -0.671577, Yaw: 2.078533, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.785821, Y: 1.383091, Z: 2.350304, Velocity_in: X: -0.000675, Y: -0.003029, Z: 0.010361, Error: X: 0.786348, Y: 1.382839, Z: 0.671577, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 646707
Current Pose: X: -0.786183, Y: -1.382916, Z: -0.671318, Yaw: 2.078494, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.785605, Y: 1.383186, Z: 2.349353, Velocity_in: X: -0.000747, Y: -0.003127, Z: 0.010422, Error: X: 0.786183, Y: 1.382916, Z: 0.671318, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 646740
Current Pose: X: -0.786008, Y: -1.382989, Z: -0.671036, Yaw: 2.078512, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.785397, Y: 1.383247, Z: 2.348344, Velocity_in: X: -0.000746, Y: -0.003208, Z: 0.009802, Error: X: 0.786008, Y: 1.382989, Z: 0.671036, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 646773
Current Pose: X: -0.785878, Y: -1.383037, Z: -0.670838, Yaw: 2.078440, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.785420, Y: 1.383203, Z: 2.347735, Velocity_in: X: -0.000959, Y: -0.003222, Z: 0.009524, Error: X: 0.785878, Y: 1.383037, Z: 0.670838, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 646806
Current Pose: X: -0.785720, Y: -1.383090, Z: -0.670692, Yaw: 2.078453, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.785168, Y: 1.383276, Z: 2.347277, Velocity_in: X: -0.000684, Y: -0.003483, Z: 0.008857, Error: X: 0.785720, Y: 1.383090, Z: 0.670692, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 646839
Current Pose: X: -0.785591, Y: -1.383133, Z: -0.670649, Yaw: 2.078418, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.785141, Y: 1.383284, Z: 2.347228, Velocity_in: X: -0.000528, Y: -0.003359, Z: 0.008284, Error: X: 0.785591, Y: 1.383133, Z: 0.670649, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 646876
Current Pose: X: -0.785474, Y: -1.383160, Z: -0.670557, Yaw: 2.078444, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.785063, Y: 1.383255, Z: 2.346859, Velocity_in: X: 0.000044, Y: -0.003515, Z: 0.008394, Error: X: 0.785474, Y: 1.383160, Z: 0.670557, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 646905
Current Pose: X: -0.785390, Y: -1.383177, Z: -0.670384, Yaw: 2.078402, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.785097, Y: 1.383236, Z: 2.346170, Velocity_in: X: 0.000130, Y: -0.003582, Z: 0.008535, Error: X: 0.785390, Y: 1.383177, Z: 0.670384, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 646939
Current Pose: X: -0.785298, Y: -1.383205, Z: -0.670113, Yaw: 2.078387, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.784974, Y: 1.383303, Z: 2.345123, Velocity_in: X: 0.000289, Y: -0.003088, Z: 0.008622, Error: X: 0.785298, Y: 1.383205, Z: 0.670113, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 646975
