Current Pose: X: -0.009041, Y: -0.050533, Z: -0.221511, Yaw: 1.754077, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.040683, Y: 0.227397, Z: 0.996798, Velocity_in: X: 0.000000, Y: 0.000000, Z: 0.000000, Error: X: 0.009041, Y: 0.050533, Z: 0.221511, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 776292
Current Pose: X: -0.009203, Y: -0.050813, Z: -0.220377, Yaw: 1.754077, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.009770, Y: 0.051793, Z: 0.770186, Velocity_in: X: -0.000808, Y: 0.003223, Z: -0.001671, Error: X: 0.009203, Y: 0.050813, Z: 0.220377, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 776461
Current Pose: X: -0.009198, Y: -0.050880, Z: -0.220275, Yaw: 1.754077, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.009184, Y: 0.051117, Z: 0.770862, Velocity_in: X: -0.001501, Y: 0.002098, Z: -0.001191, Error: X: 0.009198, Y: 0.050880, Z: 0.220275, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 776498
Current Pose: X: -0.009154, Y: -0.051036, Z: -0.220297, Yaw: 1.754078, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.009000, Y: 0.051579, Z: 0.771063, Velocity_in: X: -0.001547, Y: 0.002133, Z: -0.001209, Error: X: 0.009154, Y: 0.051036, Z: 0.220297, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 776622
Current Pose: X: -0.009158, Y: -0.051069, Z: -0.220349, Yaw: 1.754071, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.009169, Y: 0.051186, Z: 0.771271, Velocity_in: X: -0.001255, Y: 0.001993, Z: -0.000862, Error: X: 0.009158, Y: 0.051069, Z: 0.220349, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 776654
Current Pose: X: -0.009172, Y: -0.051166, Z: -0.220423, Yaw: 1.754081, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.009221, Y: 0.051507, Z: 0.771554, Velocity_in: X: -0.001048, Y: 0.002218, Z: -0.000500, Error: X: 0.009172, Y: 0.051166, Z: 0.220423, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 776840
Current Pose: X: -0.009175, Y: -0.051212, Z: -0.220469, Yaw: 1.754081, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.009187, Y: 0.051372, Z: 0.771686, Velocity_in: X: -0.001393, Y: 0.001851, Z: -0.001160, Error: X: 0.009175, Y: 0.051212, Z: 0.220469, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 776917
Current Pose: X: -0.009120, Y: -0.051447, Z: -0.220805, Yaw: 1.754052, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.008928, Y: 0.052268, Z: 0.773156, Velocity_in: X: -0.001035, Y: 0.001891, Z: -0.001781, Error: X: 0.009120, Y: 0.051447, Z: 0.220805, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 777143
Current Pose: X: -0.008986, Y: -0.051531, Z: -0.222109, Yaw: 1.754052, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.008516, Y: 0.051826, Z: 0.778686, Velocity_in: X: -0.001465, Y: 0.000967, Z: -0.000435, Error: X: 0.008986, Y: 0.051531, Z: 0.222109, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 777362
Current Pose: X: -0.008762, Y: -0.051949, Z: -0.223830, Yaw: 1.754063, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.007980, Y: 0.053410, Z: 0.785125, Velocity_in: X: -0.000054, Y: 0.000087, Z: -0.001014, Error: X: 0.008762, Y: 0.051949, Z: 0.223830, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 777514
Current Pose: X: -0.008708, Y: -0.052558, Z: -0.225632, Yaw: 1.754063, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.008517, Y: 0.054692, Z: 0.791515, Velocity_in: X: -0.001684, Y: -0.000005, Z: -0.001203, Error: X: 0.008708, Y: 0.052558, Z: 0.225632, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 777605
