Current Pose: X: -0.690861, Y: -0.707169, Z: -1.407911, Yaw: 1.923053, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 3.108874, Y: 3.182258, Z: 6.335601, Velocity_in: X: 0.000000, Y: 0.000000, Z: 0.000000, Error: X: 0.690861, Y: 0.707169, Z: 1.407911, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 672569
Current Pose: X: -0.690864, Y: -0.707169, Z: -1.407972, Yaw: 1.922951, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.690874, Y: 0.707170, Z: 4.927962, Velocity_in: X: -0.000820, Y: 0.001693, Z: 0.001830, Error: X: 0.690864, Y: 0.707169, Z: 1.407972, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 672604
Current Pose: X: -0.690863, Y: -0.707168, Z: -1.408020, Yaw: 1.922891, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.690862, Y: 0.707165, Z: 4.928118, Velocity_in: X: -0.000702, Y: 0.001753, Z: 0.001855, Error: X: 0.690863, Y: 0.707168, Z: 1.408020, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 672635
Current Pose: X: -0.690854, Y: -0.707167, Z: -1.408132, Yaw: 1.922793, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.690823, Y: 0.707165, Z: 4.928574, Velocity_in: X: -0.000689, Y: 0.001545, Z: 0.001813, Error: X: 0.690854, Y: 0.707167, Z: 1.408132, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 672670
Current Pose: X: -0.690841, Y: -0.707175, Z: -1.408205, Yaw: 1.922661, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.690794, Y: 0.707201, Z: 4.928790, Velocity_in: X: -0.000778, Y: 0.001370, Z: 0.001861, Error: X: 0.690841, Y: 0.707175, Z: 1.408205, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 672703
Current Pose: X: -0.690811, Y: -0.707204, Z: -1.408368, Yaw: 1.922616, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.690708, Y: 0.707307, Z: 4.929450, Velocity_in: X: -0.000706, Y: 0.001319, Z: 0.001902, Error: X: 0.690811, Y: 0.707204, Z: 1.408368, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 672737
Current Pose: X: -0.690787, Y: -0.707226, Z: -1.408548, Yaw: 1.922487, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.690702, Y: 0.707304, Z: 4.930097, Velocity_in: X: -0.000754, Y: 0.001097, Z: 0.001823, Error: X: 0.690787, Y: 0.707226, Z: 1.408548, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 672769
Current Pose: X: -0.690760, Y: -0.707251, Z: -1.408751, Yaw: 1.922395, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.690666, Y: 0.707338, Z: 4.930831, Velocity_in: X: -0.000804, Y: 0.000945, Z: 0.001733, Error: X: 0.690760, Y: 0.707251, Z: 1.408751, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 672801
Current Pose: X: -0.690732, Y: -0.707277, Z: -1.408949, Yaw: 1.922324, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.690632, Y: 0.707368, Z: 4.931520, Velocity_in: X: -0.000905, Y: 0.000837, Z: 0.001787, Error: X: 0.690732, Y: 0.707277, Z: 1.408949, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 672835
Current Pose: X: -0.690694, Y: -0.707318, Z: -1.409218, Yaw: 1.922234, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.690563, Y: 0.707463, Z: 4.932533, Velocity_in: X: -0.001010, Y: 0.000807, Z: 0.001779, Error: X: 0.690694, Y: 0.707318, Z: 1.409218, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 672867
Current Pose: X: -0.690668, Y: -0.707349, Z: -1.409343, Yaw: 1.922126, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.690579, Y: 0.707455, Z: 4.932824, Velocity_in: X: -0.001045, Y: 0.000758, Z: 0.001878, Error: X: 0.690668, Y: 0.707349, Z: 1.409343, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 672900
Current Pose: X: -0.690650, Y: -0.707381, Z: -1.409376, Yaw: 1.922063, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.690583, Y: 0.707493, Z: 4.932849, Velocity_in: X: -0.000878, Y: 0.000750, Z: 0.001855, Error: X: 0.690650, Y: 0.707381, Z: 1.409376, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 672937
Current Pose: X: -0.690642, Y: -0.707425, Z: -1.409482, Yaw: 1.921952, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.690617, Y: 0.707579, Z: 4.933294, Velocity_in: X: -0.000802, Y: 0.000677, Z: 0.001708, Error: X: 0.690642, Y: 0.707425, Z: 1.409482, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 672969
Current Pose: X: -0.690626, Y: -0.707481, Z: -1.409560, Yaw: 1.921813, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.690567, Y: 0.707677, Z: 4.933538, Velocity_in: X: -0.000826, Y: 0.000768, Z: 0.001902, Error: X: 0.690626, Y: 0.707481, Z: 1.409560, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 673002
Current Pose: X: -0.690609, Y: -0.707540, Z: -1.409661, Yaw: 1.921766, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.690553, Y: 0.707745, Z: 4.933914, Velocity_in: X: -0.001006, Y: 0.000662, Z: 0.002022, Error: X: 0.690609, Y: 0.707540, Z: 1.409661, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 673036
Current Pose: X: -0.690593, Y: -0.707615, Z: -1.409778, Yaw: 1.921657, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.690534, Y: 0.707881, Z: 4.934342, Velocity_in: X: -0.001058, Y: 0.000641, Z: 0.001964, Error: X: 0.690593, Y: 0.707615, Z: 1.409778, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 673068
Current Pose: X: -0.690581, Y: -0.707672, Z: -1.409863, Yaw: 1.921537, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.690542, Y: 0.707869, Z: 4.934605, Velocity_in: X: -0.001122, Y: 0.000674, Z: 0.001913, Error: X: 0.690581, Y: 0.707672, Z: 1.409863, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 673101
Current Pose: X: -0.690572, Y: -0.707731, Z: -1.409930, Yaw: 1.921482, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.690537, Y: 0.707938, Z: 4.934820, Velocity_in: X: -0.001123, Y: 0.000714, Z: 0.002012, Error: X: 0.690572, Y: 0.707731, Z: 1.409930, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 673135
Current Pose: X: -0.690578, Y: -0.707797, Z: -1.409968, Yaw: 1.921371, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.690599, Y: 0.708026, Z: 4.934926, Velocity_in: X: -0.001241, Y: 0.000658, Z: 0.002006, Error: X: 0.690578, Y: 0.707797, Z: 1.409968, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 673167
Current Pose: X: -0.690602, Y: -0.707890, Z: -1.410038, Yaw: 1.921289, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.690688, Y: 0.708216, Z: 4.935204, Velocity_in: X: -0.001224, Y: 0.000727, Z: 0.002083, Error: X: 0.690602, Y: 0.707890, Z: 1.410038, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 673200
Current Pose: X: -0.690634, Y: -0.707963, Z: -1.410103, Yaw: 1.921213, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.690744, Y: 0.708220, Z: 4.935425, Velocity_in: X: -0.001290, Y: 0.000946, Z: 0.002115, Error: X: 0.690634, Y: 0.707963, Z: 1.410103, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 673237
Current Pose: X: -0.690669, Y: -0.708031, Z: -1.410164, Yaw: 1.921107, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.690791, Y: 0.708270, Z: 4.935636, Velocity_in: X: -0.001232, Y: 0.001063, Z: 0.002156, Error: X: 0.690669, Y: 0.708031, Z: 1.410164, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 673269
Current Pose: X: -0.690717, Y: -0.708122, Z: -1.410213, Yaw: 1.920990, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.690888, Y: 0.708439, Z: 4.935792, Velocity_in: X: -0.001158, Y: 0.001205, Z: 0.002177, Error: X: 0.690717, Y: 0.708122, Z: 1.410213, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 673302
Current Pose: X: -0.690755, Y: -0.708188, Z: -1.410232, Yaw: 1.920953, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.690885, Y: 0.708420, Z: 4.935832, Velocity_in: X: -0.001221, Y: 0.001380, Z: 0.002307, Error: X: 0.690755, Y: 0.708188, Z: 1.410232, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 673336
