Current Pose: X: -0.483842, Y: -0.245541, Z: -1.088740, Yaw: 1.858953, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 2.177289, Y: 1.104935, Z: 4.899329, Velocity_in: X: 0.000000, Y: 0.000000, Z: 0.000000, Error: X: 0.483842, Y: 0.245541, Z: 1.088740, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 465641
Current Pose: X: -0.483836, Y: -0.245671, Z: -1.088476, Yaw: 1.859303, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.483817, Y: 0.246125, Z: 3.809403, Velocity_in: X: -0.003736, Y: 0.001417, Z: 0.003770, Error: X: 0.483836, Y: 0.245671, Z: 1.088476, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 465671
Current Pose: X: -0.483829, Y: -0.245853, Z: -1.088077, Yaw: 1.859666, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.483805, Y: 0.246488, Z: 3.807868, Velocity_in: X: -0.003829, Y: 0.001413, Z: 0.003864, Error: X: 0.483829, Y: 0.245853, Z: 1.088077, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 465706
Current Pose: X: -0.483802, Y: -0.245969, Z: -1.087796, Yaw: 1.859847, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.483705, Y: 0.246379, Z: 3.807007, Velocity_in: X: -0.003957, Y: 0.001340, Z: 0.003796, Error: X: 0.483802, Y: 0.245969, Z: 1.087796, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 465740
Current Pose: X: -0.483776, Y: -0.246095, Z: -1.087564, Yaw: 1.860197, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.483684, Y: 0.246534, Z: 3.806239, Velocity_in: X: -0.003754, Y: 0.001087, Z: 0.003858, Error: X: 0.483776, Y: 0.246095, Z: 1.087564, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 465773
Current Pose: X: -0.483745, Y: -0.246229, Z: -1.087358, Yaw: 1.860554, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.483640, Y: 0.246700, Z: 3.805547, Velocity_in: X: -0.003816, Y: 0.001086, Z: 0.003808, Error: X: 0.483745, Y: 0.246229, Z: 1.087358, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 465806
Current Pose: X: -0.483712, Y: -0.246415, Z: -1.087137, Yaw: 1.860722, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.483595, Y: 0.247065, Z: 3.804759, Velocity_in: X: -0.004017, Y: 0.001062, Z: 0.003667, Error: X: 0.483712, Y: 0.246415, Z: 1.087137, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 465839
Current Pose: X: -0.483688, Y: -0.246550, Z: -1.087014, Yaw: 1.861071, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.483606, Y: 0.247021, Z: 3.804428, Velocity_in: X: -0.004206, Y: 0.001049, Z: 0.003601, Error: X: 0.483688, Y: 0.246550, Z: 1.087014, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 465872
Current Pose: X: -0.483671, Y: -0.246674, Z: -1.086890, Yaw: 1.861404, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.483610, Y: 0.247109, Z: 3.803989, Velocity_in: X: -0.004179, Y: 0.001003, Z: 0.003632, Error: X: 0.483671, Y: 0.246674, Z: 1.086890, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 465905
Current Pose: X: -0.483657, Y: -0.246804, Z: -1.086679, Yaw: 1.861595, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.483607, Y: 0.247258, Z: 3.803166, Velocity_in: X: -0.004082, Y: 0.001059, Z: 0.003663, Error: X: 0.483657, Y: 0.246804, Z: 1.086679, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 465937
Current Pose: X: -0.483634, Y: -0.246996, Z: -1.086355, Yaw: 1.861944, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.483555, Y: 0.247670, Z: 3.801917, Velocity_in: X: -0.004160, Y: 0.001134, Z: 0.003730, Error: X: 0.483634, Y: 0.246996, Z: 1.086355, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 465971
