Current Pose: X: -0.201316, Y: -0.262660, Z: -0.890816, Yaw: 1.644994, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.905920, Y: 1.181968, Z: 4.008671, Velocity_in: X: 0.000000, Y: 0.000000, Z: 0.000000, Error: X: 0.201316, Y: 0.262660, Z: 0.890816, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 235888
Current Pose: X: -0.201332, Y: -0.262683, Z: -0.890695, Yaw: 1.645092, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.201390, Y: 0.262764, Z: 3.117312, Velocity_in: X: -0.001079, Y: 0.001865, Z: 0.002363, Error: X: 0.201332, Y: 0.262683, Z: 0.890695, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 235919
Current Pose: X: -0.201346, Y: -0.262703, Z: -0.890652, Yaw: 1.645251, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.201395, Y: 0.262776, Z: 3.117241, Velocity_in: X: -0.001015, Y: 0.002098, Z: 0.002425, Error: X: 0.201346, Y: 0.262703, Z: 0.890652, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 235952
Current Pose: X: -0.201371, Y: -0.262728, Z: -0.890639, Yaw: 1.645323, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.201457, Y: 0.262815, Z: 3.117224, Velocity_in: X: -0.000917, Y: 0.002007, Z: 0.002343, Error: X: 0.201371, Y: 0.262728, Z: 0.890639, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 235985
Current Pose: X: -0.201389, Y: -0.262735, Z: -0.890631, Yaw: 1.645598, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.201453, Y: 0.262760, Z: 3.117200, Velocity_in: X: -0.000848, Y: 0.002039, Z: 0.001654, Error: X: 0.201389, Y: 0.262735, Z: 0.890631, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 236018
Current Pose: X: -0.201379, Y: -0.262745, Z: -0.890633, Yaw: 1.645813, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.201342, Y: 0.262776, Z: 3.117218, Velocity_in: X: -0.000762, Y: 0.001829, Z: 0.001603, Error: X: 0.201379, Y: 0.262745, Z: 0.890633, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 236051
Current Pose: X: -0.201353, Y: -0.262763, Z: -0.890683, Yaw: 1.645918, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.201263, Y: 0.262826, Z: 3.117442, Velocity_in: X: -0.000768, Y: 0.001725, Z: 0.002042, Error: X: 0.201353, Y: 0.262763, Z: 0.890683, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 236084
Current Pose: X: -0.201335, Y: -0.262791, Z: -0.890925, Yaw: 1.646056, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.201273, Y: 0.262890, Z: 3.118479, Velocity_in: X: -0.000936, Y: 0.001411, Z: 0.001867, Error: X: 0.201335, Y: 0.262791, Z: 0.890925, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 236117
Current Pose: X: -0.201345, Y: -0.262837, Z: -0.891218, Yaw: 1.646293, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.201380, Y: 0.263000, Z: 3.119554, Velocity_in: X: -0.001353, Y: 0.001256, Z: 0.002102, Error: X: 0.201345, Y: 0.262837, Z: 0.891218, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 236153
Current Pose: X: -0.201364, Y: -0.262887, Z: -0.891433, Yaw: 1.646413, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.201430, Y: 0.263060, Z: 3.120231, Velocity_in: X: -0.001852, Y: 0.001219, Z: 0.002025, Error: X: 0.201364, Y: 0.262887, Z: 0.891433, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 236187
Current Pose: X: -0.201415, Y: -0.262953, Z: -0.891763, Yaw: 1.646576, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.201594, Y: 0.263184, Z: 3.121502, Velocity_in: X: -0.002135, Y: 0.001462, Z: 0.002166, Error: X: 0.201415, Y: 0.262953, Z: 0.891763, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 236219
Current Pose: X: -0.201475, Y: -0.263025, Z: -0.892120, Yaw: 1.646822, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.201685, Y: 0.263276, Z: 3.122775, Velocity_in: X: -0.001964, Y: 0.001774, Z: 0.002226, Error: X: 0.201475, Y: 0.263025, Z: 0.892120, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 236252
Current Pose: X: -0.201521, Y: -0.263083, Z: -0.892362, Yaw: 1.646867, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.201680, Y: 0.263288, Z: 3.123508, Velocity_in: X: -0.002055, Y: 0.001887, Z: 0.001567, Error: X: 0.201521, Y: 0.263083, Z: 0.892362, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 236285
Current Pose: X: -0.201573, Y: -0.263156, Z: -0.892626, Yaw: 1.647036, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.201757, Y: 0.263411, Z: 3.124453, Velocity_in: X: -0.002166, Y: 0.001812, Z: 0.001752, Error: X: 0.201573, Y: 0.263156, Z: 0.892626, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 236318
Current Pose: X: -0.201665, Y: -0.263233, Z: -0.892814, Yaw: 1.647129, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.201984, Y: 0.263504, Z: 3.125036, Velocity_in: X: -0.002259, Y: 0.002086, Z: 0.001640, Error: X: 0.201665, Y: 0.263233, Z: 0.892814, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 236351
Current Pose: X: -0.201767, Y: -0.263289, Z: -0.893025, Yaw: 1.647192, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.202127, Y: 0.263484, Z: 3.125801, Velocity_in: X: -0.001987, Y: 0.002519, Z: 0.001637, Error: X: 0.201767, Y: 0.263289, Z: 0.893025, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 236384
Current Pose: X: -0.201924, Y: -0.263364, Z: -0.893296, Yaw: 1.647366, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.202471, Y: 0.263626, Z: 3.126808, Velocity_in: X: -0.002131, Y: 0.003137, Z: 0.001454, Error: X: 0.201924, Y: 0.263364, Z: 0.893296, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 236417
