Current Pose: X: -0.041550, Y: -0.385725, Z: -0.135433, Yaw: 2.267152, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.186974, Y: 1.735763, Z: 0.609449, Velocity_in: X: 0.000000, Y: 0.000000, Z: 0.000000, Error: X: 0.041550, Y: 0.385725, Z: 0.135433, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 247617
Current Pose: X: -0.041612, Y: -0.385747, Z: -0.135551, Yaw: 2.267154, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.041829, Y: 0.385822, Z: 0.474545, Velocity_in: X: -0.000029, Y: -0.000927, Z: -0.001189, Error: X: 0.041612, Y: 0.385747, Z: 0.135551, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 247649
Current Pose: X: -0.041687, Y: -0.385785, Z: -0.135657, Yaw: 2.267131, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.041949, Y: 0.385919, Z: 0.474907, Velocity_in: X: -0.000113, Y: -0.000696, Z: -0.000817, Error: X: 0.041687, Y: 0.385785, Z: 0.135657, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 247706
Current Pose: X: -0.041764, Y: -0.385816, Z: -0.135719, Yaw: 2.267175, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.042034, Y: 0.385924, Z: 0.475078, Velocity_in: X: -0.000311, Y: -0.000504, Z: -0.000373, Error: X: 0.041764, Y: 0.385816, Z: 0.135719, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 247712
Current Pose: X: -0.041843, Y: -0.385828, Z: -0.135657, Yaw: 2.267141, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.042118, Y: 0.385872, Z: 0.474737, Velocity_in: X: 0.000735, Y: -0.000718, Z: 0.000025, Error: X: 0.041843, Y: 0.385828, Z: 0.135657, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 247745
Current Pose: X: -0.041925, Y: -0.385857, Z: -0.135576, Yaw: 2.267097, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.042214, Y: 0.385956, Z: 0.474437, Velocity_in: X: 0.000747, Y: -0.000402, Z: 0.000040, Error: X: 0.041925, Y: 0.385857, Z: 0.135576, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 247779
Current Pose: X: -0.041989, Y: -0.385891, Z: -0.135508, Yaw: 2.267113, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.042211, Y: 0.386013, Z: 0.474210, Velocity_in: X: 0.000081, Y: -0.000778, Z: 0.000206, Error: X: 0.041989, Y: 0.385891, Z: 0.135508, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 247814
Current Pose: X: -0.042067, Y: -0.385928, Z: -0.135414, Yaw: 2.267143, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.042338, Y: 0.386056, Z: 0.473854, Velocity_in: X: 0.000126, Y: -0.000700, Z: -0.000470, Error: X: 0.042067, Y: 0.385928, Z: 0.135414, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 247847
Current Pose: X: -0.042124, Y: -0.385956, Z: -0.135366, Yaw: 2.267190, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.042325, Y: 0.386054, Z: 0.473735, Velocity_in: X: -0.000151, Y: -0.000756, Z: -0.000125, Error: X: 0.042124, Y: 0.385956, Z: 0.135366, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 247881
Current Pose: X: -0.042200, Y: -0.385992, Z: -0.135364, Yaw: 2.267229, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.042468, Y: 0.386120, Z: 0.473769, Velocity_in: X: 0.000241, Y: -0.000676, Z: -0.000410, Error: X: 0.042200, Y: 0.385992, Z: 0.135364, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 247913
Current Pose: X: -0.042273, Y: -0.386032, Z: -0.135280, Yaw: 2.267203, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.042529, Y: 0.386169, Z: 0.473396, Velocity_in: X: 0.000357, Y: -0.000605, Z: -0.000192, Error: X: 0.042273, Y: 0.386032, Z: 0.135280, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 247946
Current Pose: X: -0.042315, Y: -0.386083, Z: -0.135165, Yaw: 2.267182, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.042459, Y: 0.386263, Z: 0.472962, Velocity_in: X: 0.000158, Y: -0.000225, Z: -0.000115, Error: X: 0.042315, Y: 0.386083, Z: 0.135165, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 247980
Current Pose: X: -0.042365, Y: -0.386154, Z: -0.134969, Yaw: 2.267150, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.042541, Y: 0.386404, Z: 0.472197, Velocity_in: X: -0.000428, Y: -0.000145, Z: -0.000099, Error: X: 0.042365, Y: 0.386154, Z: 0.134969, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 248012
Current Pose: X: -0.042407, Y: -0.386231, Z: -0.134706, Yaw: 2.267182, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.042555, Y: 0.386498, Z: 0.471206, Velocity_in: X: -0.000179, Y: 0.000132, Z: -0.000201, Error: X: 0.042407, Y: 0.386231, Z: 0.134706, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 248045
Current Pose: X: -0.042433, Y: -0.386275, Z: -0.134378, Yaw: 2.267203, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.042521, Y: 0.386431, Z: 0.469994, Velocity_in: X: 0.000047, Y: 0.000093, Z: 0.000312, Error: X: 0.042433, Y: 0.386275, Z: 0.134378, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 248079
Current Pose: X: -0.042463, Y: -0.386339, Z: -0.133943, Yaw: 2.267175, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.042571, Y: 0.386561, Z: 0.468365, Velocity_in: X: 0.000503, Y: 0.000284, Z: 0.000245, Error: X: 0.042463, Y: 0.386339, Z: 0.133943, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 248114
Current Pose: X: -0.042489, Y: -0.386408, Z: -0.133552, Yaw: 2.267186, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.042580, Y: 0.386650, Z: 0.467043, Velocity_in: X: 0.000286, Y: 0.000266, Z: 0.000486, Error: X: 0.042489, Y: 0.386408, Z: 0.133552, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 248147
Current Pose: X: -0.042525, Y: -0.386494, Z: -0.133328, Yaw: 2.267151, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.042650, Y: 0.386794, Z: 0.466425, Velocity_in: X: 0.000302, Y: 0.000435, Z: 0.000234, Error: X: 0.042525, Y: 0.386494, Z: 0.133328, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 248180
Current Pose: X: -0.042544, Y: -0.386564, Z: -0.133183, Yaw: 2.267127, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.042611, Y: 0.386812, Z: 0.465997, Velocity_in: X: 0.000474, Y: 0.000223, Z: 0.000051, Error: X: 0.042544, Y: 0.386564, Z: 0.133183, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 248213
Current Pose: X: -0.042556, Y: -0.386654, Z: -0.133035, Yaw: 2.267152, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.042596, Y: 0.386967, Z: 0.465476, Velocity_in: X: 0.000135, Y: 0.000116, Z: 0.000173, Error: X: 0.042556, Y: 0.386654, Z: 0.133035, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 248246
