Current Pose: X: -0.035160, Y: -0.164675, Z: -0.122400, Yaw: 1.751860, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.158220, Y: 0.741037, Z: 0.550800, Velocity_in: X: 0.000000, Y: 0.000000, Z: 0.000000, Error: X: 0.035160, Y: 0.164675, Z: 0.122400, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 667479
Current Pose: X: -0.035076, Y: -0.164791, Z: -0.122534, Yaw: 1.751860, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.034784, Y: 0.165196, Z: 0.429005, Velocity_in: X: -0.001947, Y: -0.000937, Z: 0.005776, Error: X: 0.035076, Y: 0.164791, Z: 0.122534, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 668010
Current Pose: X: -0.034917, Y: -0.164690, Z: -0.121277, Yaw: 1.751760, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.034360, Y: 0.164337, Z: 0.423210, Velocity_in: X: -0.001812, Y: -0.000981, Z: 0.005314, Error: X: 0.034917, Y: 0.164690, Z: 0.121277, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 668761
Current Pose: X: -0.035276, Y: -0.165192, Z: -0.119180, Yaw: 1.751775, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.036533, Y: 0.166947, Z: 0.415035, Velocity_in: X: 0.000024, Y: -0.001444, Z: 0.004839, Error: X: 0.035276, Y: 0.165192, Z: 0.119180, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 670958
Current Pose: X: -0.000906, Y: -0.005576, Z: -0.010864, Yaw: 1.751805, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: -0.119392, Y: -0.553080, Z: -0.070293, Velocity_in: X: -0.000813, Y: -0.000034, Z: 0.005906, Error: X: 0.000906, Y: 0.005576, Z: 0.010864, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 671373
Current Pose: X: -0.000965, Y: -0.004972, Z: -0.011183, Yaw: 1.751805, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.001172, Y: 0.002858, Z: 0.039462, Velocity_in: X: 0.006451, Y: -0.000397, Z: -0.001895, Error: X: 0.000965, Y: 0.004972, Z: 0.011183, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 671610
Current Pose: X: -0.001005, Y: -0.004322, Z: -0.011407, Yaw: 1.751805, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.001144, Y: 0.002046, Z: 0.040147, Velocity_in: X: 0.008275, Y: -0.001030, Z: -0.001716, Error: X: 0.001005, Y: 0.004322, Z: 0.011407, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 671852
Current Pose: X: -0.035308, Y: -0.165474, Z: -0.117321, Yaw: 1.751816, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.155372, Y: 0.729507, Z: 0.516539, Velocity_in: X: 0.009279, Y: -0.001505, Z: -0.002356, Error: X: 0.035308, Y: 0.165474, Z: 0.117321, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 671939
Current Pose: X: -0.001028, Y: -0.003830, Z: -0.011610, Yaw: 1.751805, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: -0.118952, Y: -0.561922, Z: -0.065076, Velocity_in: X: -0.001045, Y: -0.000112, Z: 0.007183, Error: X: 0.001028, Y: 0.003830, Z: 0.011610, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 672042
Current Pose: X: -0.001047, Y: -0.003276, Z: -0.011666, Yaw: 1.751805, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.001113, Y: 0.001335, Z: 0.040889, Velocity_in: X: 0.010433, Y: -0.001882, Z: -0.002347, Error: X: 0.001047, Y: 0.003276, Z: 0.011666, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 672311
Current Pose: X: -0.001037, Y: -0.003197, Z: -0.011611, Yaw: 1.751805, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.001000, Y: 0.002922, Z: 0.040584, Velocity_in: X: 0.007647, Y: -0.002143, Z: -0.002148, Error: X: 0.001037, Y: 0.003197, Z: 0.011611, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 672440
