Current Pose: X: -0.216918, Y: -0.367970, Z: -0.041818, Yaw: 1.701332, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.976132, Y: 1.655864, Z: 0.188182, Velocity_in: X: 0.000000, Y: 0.000000, Z: 0.000000, Error: X: 0.216918, Y: 0.367970, Z: 0.041818, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 302053
Current Pose: X: -0.216975, Y: -0.368027, Z: -0.041815, Yaw: 1.701337, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.217173, Y: 0.368225, Z: 0.146350, Velocity_in: X: 0.000000, Y: 0.000000, Z: 0.000000, Error: X: 0.216975, Y: 0.368027, Z: 0.041815, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 302083
Current Pose: X: -0.217005, Y: -0.368061, Z: -0.041790, Yaw: 1.701360, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.217112, Y: 0.368180, Z: 0.146239, Velocity_in: X: 0.000732, Y: 0.002201, Z: 0.000107, Error: X: 0.217005, Y: 0.368061, Z: 0.041790, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 302115
Current Pose: X: -0.217033, Y: -0.368077, Z: -0.041740, Yaw: 1.701340, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.217129, Y: 0.368134, Z: 0.146041, Velocity_in: X: 0.000973, Y: 0.002221, Z: 0.000291, Error: X: 0.217033, Y: 0.368077, Z: 0.041740, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 302147
Current Pose: X: -0.217060, Y: -0.368082, Z: -0.041739, Yaw: 1.701285, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.217158, Y: 0.368101, Z: 0.146087, Velocity_in: X: 0.001484, Y: 0.002197, Z: 0.000518, Error: X: 0.217060, Y: 0.368082, Z: 0.041739, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 302181
Current Pose: X: -0.217072, Y: -0.368081, Z: -0.041644, Yaw: 1.701314, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.217113, Y: 0.368078, Z: 0.145657, Velocity_in: X: 0.001727, Y: 0.002173, Z: 0.000484, Error: X: 0.217072, Y: 0.368081, Z: 0.041644, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 302216
Current Pose: X: -0.217068, Y: -0.368085, Z: -0.041516, Yaw: 1.701318, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.217051, Y: 0.368096, Z: 0.145178, Velocity_in: X: 0.001705, Y: 0.001613, Z: 0.000814, Error: X: 0.217068, Y: 0.368085, Z: 0.041516, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 302249
Current Pose: X: -0.217047, Y: -0.368070, Z: -0.041230, Yaw: 1.701260, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.216973, Y: 0.368017, Z: 0.144021, Velocity_in: X: 0.002008, Y: 0.001652, Z: 0.000654, Error: X: 0.217047, Y: 0.368070, Z: 0.041230, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 302283
Current Pose: X: -0.216991, Y: -0.368047, Z: -0.040952, Yaw: 1.701264, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.216795, Y: 0.367966, Z: 0.143056, Velocity_in: X: 0.002473, Y: 0.001350, Z: 0.000914, Error: X: 0.216991, Y: 0.368047, Z: 0.040952, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 302316
Current Pose: X: -0.216958, Y: -0.368037, Z: -0.040797, Yaw: 1.701248, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.216843, Y: 0.368004, Z: 0.142636, Velocity_in: X: 0.002441, Y: 0.000624, Z: 0.000754, Error: X: 0.216958, Y: 0.368037, Z: 0.040797, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 302348
Current Pose: X: -0.216923, Y: -0.368023, Z: -0.040587, Yaw: 1.701275, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.216802, Y: 0.367973, Z: 0.141842, Velocity_in: X: 0.002492, Y: 0.000753, Z: 0.000546, Error: X: 0.216923, Y: 0.368023, Z: 0.040587, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 302383
