Current Pose: X: -0.189437, Y: -1.137932, Z: -0.046541, Yaw: 1.848436, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.852465, Y: 5.120694, Z: 0.209435, Velocity_in: X: 0.000000, Y: 0.000000, Z: 0.000000, Error: X: 0.189437, Y: 1.137932, Z: 0.046541, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 572821
Current Pose: X: -0.189566, Y: -1.138057, Z: -0.046604, Yaw: 1.848421, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.190017, Y: 1.138493, Z: 0.163176, Velocity_in: X: -0.002145, Y: 0.003188, Z: 0.000726, Error: X: 0.189566, Y: 1.138057, Z: 0.046604, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 572870
Current Pose: X: -0.189658, Y: -1.138155, Z: -0.046701, Yaw: 1.848411, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.189982, Y: 1.138498, Z: 0.163549, Velocity_in: X: -0.002337, Y: 0.003406, Z: 0.000660, Error: X: 0.189658, Y: 1.138155, Z: 0.046701, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 572878
Current Pose: X: -0.189736, Y: -1.138248, Z: -0.046824, Yaw: 1.848407, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.190007, Y: 1.138575, Z: 0.164008, Velocity_in: X: -0.002374, Y: 0.003330, Z: 0.000699, Error: X: 0.189736, Y: 1.138248, Z: 0.046824, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 572913
Current Pose: X: -0.189802, Y: -1.138335, Z: -0.046964, Yaw: 1.848402, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.190033, Y: 1.138640, Z: 0.164516, Velocity_in: X: -0.002350, Y: 0.003167, Z: 0.000778, Error: X: 0.189802, Y: 1.138335, Z: 0.046964, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 572945
Current Pose: X: -0.189866, Y: -1.138442, Z: -0.047145, Yaw: 1.848389, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.190089, Y: 1.138817, Z: 0.165188, Velocity_in: X: -0.002322, Y: 0.003055, Z: 0.000626, Error: X: 0.189866, Y: 1.138442, Z: 0.047145, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 572979
Current Pose: X: -0.189886, Y: -1.138512, Z: -0.047261, Yaw: 1.848385, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.189957, Y: 1.138755, Z: 0.165528, Velocity_in: X: -0.002250, Y: 0.002885, Z: 0.000708, Error: X: 0.189886, Y: 1.138512, Z: 0.047261, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573012
Current Pose: X: -0.189887, Y: -1.138581, Z: -0.047360, Yaw: 1.848376, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.189891, Y: 1.138825, Z: 0.165861, Velocity_in: X: -0.002230, Y: 0.002478, Z: 0.000775, Error: X: 0.189887, Y: 1.138581, Z: 0.047360, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573046
Current Pose: X: -0.189860, Y: -1.138684, Z: -0.047459, Yaw: 1.848362, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.189767, Y: 1.139045, Z: 0.166205, Velocity_in: X: -0.002246, Y: 0.002107, Z: 0.000767, Error: X: 0.189860, Y: 1.138684, Z: 0.047459, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573079
Current Pose: X: -0.189844, Y: -1.138763, Z: -0.047518, Yaw: 1.848354, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.189788, Y: 1.139036, Z: 0.166372, Velocity_in: X: -0.002373, Y: 0.001764, Z: 0.000796, Error: X: 0.189844, Y: 1.138763, Z: 0.047518, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573113
Current Pose: X: -0.189823, Y: -1.138839, Z: -0.047585, Yaw: 1.848338, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.189748, Y: 1.139106, Z: 0.166614, Velocity_in: X: -0.002494, Y: 0.001663, Z: 0.000692, Error: X: 0.189823, Y: 1.138839, Z: 0.047585, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573147
Current Pose: X: -0.189859, Y: -1.138957, Z: -0.047583, Yaw: 1.848317, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.189987, Y: 1.139368, Z: 0.166538, Velocity_in: X: -0.002499, Y: 0.001583, Z: 0.000658, Error: X: 0.189859, Y: 1.138957, Z: 0.047583, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573179
Current Pose: X: -0.189928, Y: -1.139054, Z: -0.047560, Yaw: 1.848330, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.190169, Y: 1.139394, Z: 0.166438, Velocity_in: X: -0.002568, Y: 0.001944, Z: 0.000531, Error: X: 0.189928, Y: 1.139054, Z: 0.047560, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573222
Current Pose: X: -0.190023, Y: -1.139158, Z: -0.047428, Yaw: 1.848342, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.190353, Y: 1.139524, Z: 0.165866, Velocity_in: X: -0.002544, Y: 0.002343, Z: 0.000620, Error: X: 0.190023, Y: 1.139158, Z: 0.047428, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573246
Current Pose: X: -0.190098, Y: -1.139294, Z: -0.047288, Yaw: 1.848347, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.190362, Y: 1.139770, Z: 0.165369, Velocity_in: X: -0.002603, Y: 0.002660, Z: 0.000610, Error: X: 0.190098, Y: 1.139294, Z: 0.047288, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573278
Current Pose: X: -0.190177, Y: -1.139505, Z: -0.047076, Yaw: 1.848343, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.190452, Y: 1.140241, Z: 0.164553, Velocity_in: X: -0.002756, Y: 0.002846, Z: 0.000699, Error: X: 0.190177, Y: 1.139505, Z: 0.047076, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573312
Current Pose: X: -0.190234, Y: -1.139657, Z: -0.047063, Yaw: 1.848326, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.190437, Y: 1.140190, Z: 0.164706, Velocity_in: X: -0.003178, Y: 0.002963, Z: 0.000833, Error: X: 0.190234, Y: 1.139657, Z: 0.047063, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573344
Current Pose: X: -0.190288, Y: -1.139809, Z: -0.047062, Yaw: 1.848311, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.190473, Y: 1.140343, Z: 0.164718, Velocity_in: X: -0.003289, Y: 0.002881, Z: 0.000995, Error: X: 0.190288, Y: 1.139809, Z: 0.047062, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573380
Current Pose: X: -0.190350, Y: -1.140001, Z: -0.047104, Yaw: 1.848292, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.190570, Y: 1.140671, Z: 0.164906, Velocity_in: X: -0.003426, Y: 0.002783, Z: 0.001161, Error: X: 0.190350, Y: 1.140001, Z: 0.047104, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573414
Current Pose: X: -0.190368, Y: -1.140129, Z: -0.047090, Yaw: 1.848299, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.190429, Y: 1.140577, Z: 0.164802, Velocity_in: X: -0.003470, Y: 0.002737, Z: 0.001192, Error: X: 0.190368, Y: 1.140129, Z: 0.047090, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573447
Current Pose: X: -0.190373, Y: -1.140251, Z: -0.047057, Yaw: 1.848296, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.190391, Y: 1.140677, Z: 0.164668, Velocity_in: X: -0.003456, Y: 0.002425, Z: 0.001272, Error: X: 0.190373, Y: 1.140251, Z: 0.047057, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573479
Current Pose: X: -0.190369, Y: -1.140386, Z: -0.047047, Yaw: 1.848299, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.190357, Y: 1.140859, Z: 0.164656, Velocity_in: X: -0.003224, Y: 0.002155, Z: 0.001162, Error: X: 0.190369, Y: 1.140386, Z: 0.047047, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573513
Current Pose: X: -0.190359, Y: -1.140475, Z: -0.047063, Yaw: 1.848276, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.190322, Y: 1.140787, Z: 0.164736, Velocity_in: X: -0.003135, Y: 0.001887, Z: 0.001137, Error: X: 0.190359, Y: 1.140475, Z: 0.047063, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573546
Current Pose: X: -0.190343, Y: -1.140554, Z: -0.047075, Yaw: 1.848265, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.190288, Y: 1.140831, Z: 0.164775, Velocity_in: X: -0.002983, Y: 0.001766, Z: 0.001080, Error: X: 0.190343, Y: 1.140554, Z: 0.047075, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573578
Current Pose: X: -0.190312, Y: -1.140632, Z: -0.047155, Yaw: 1.848262, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.190206, Y: 1.140905, Z: 0.165122, Velocity_in: X: -0.002918, Y: 0.001692, Z: 0.001102, Error: X: 0.190312, Y: 1.140632, Z: 0.047155, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573612
Current Pose: X: -0.190245, Y: -1.140722, Z: -0.047285, Yaw: 1.848243, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.190011, Y: 1.141038, Z: 0.165630, Velocity_in: X: -0.002838, Y: 0.001531, Z: 0.001142, Error: X: 0.190245, Y: 1.140722, Z: 0.047285, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573644
Current Pose: X: -0.190174, Y: -1.140757, Z: -0.047286, Yaw: 1.848224, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.189924, Y: 1.140878, Z: 0.165500, Velocity_in: X: -0.002853, Y: 0.001118, Z: 0.001243, Error: X: 0.190174, Y: 1.140757, Z: 0.047286, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573680
Current Pose: X: -0.190094, Y: -1.140784, Z: -0.047299, Yaw: 1.848214, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.189814, Y: 1.140879, Z: 0.165561, Velocity_in: X: -0.002676, Y: 0.000794, Z: 0.001224, Error: X: 0.190094, Y: 1.140784, Z: 0.047299, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573713
Current Pose: X: -0.189987, Y: -1.140812, Z: -0.047378, Yaw: 1.848200, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.189614, Y: 1.140912, Z: 0.165902, Velocity_in: X: -0.002672, Y: 0.000453, Z: 0.001273, Error: X: 0.189987, Y: 1.140812, Z: 0.047378, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573747
Current Pose: X: -0.189915, Y: -1.140829, Z: -0.047491, Yaw: 1.848184, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.189661, Y: 1.140887, Z: 0.166332, Velocity_in: X: -0.002578, Y: 0.000255, Z: 0.001204, Error: X: 0.189915, Y: 1.140829, Z: 0.047491, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573780
Current Pose: X: -0.189845, Y: -1.140839, Z: -0.047643, Yaw: 1.848176, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.189600, Y: 1.140876, Z: 0.166902, Velocity_in: X: -0.002329, Y: 0.000184, Z: 0.001172, Error: X: 0.189845, Y: 1.140839, Z: 0.047643, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573814
Current Pose: X: -0.189740, Y: -1.140839, Z: -0.047946, Yaw: 1.848153, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.189374, Y: 1.140839, Z: 0.168113, Velocity_in: X: -0.002189, Y: 0.000192, Z: 0.001167, Error: X: 0.189740, Y: 1.140839, Z: 0.047946, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573846
Current Pose: X: -0.189706, Y: -1.140848, Z: -0.048181, Yaw: 1.848152, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.189586, Y: 1.140878, Z: 0.168870, Velocity_in: X: -0.002002, Y: -0.000032, Z: 0.001192, Error: X: 0.189706, Y: 1.140848, Z: 0.048181, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573880
Current Pose: X: -0.189708, Y: -1.140862, Z: -0.048408, Yaw: 1.848138, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.189716, Y: 1.140911, Z: 0.169657, Velocity_in: X: -0.001920, Y: 0.000022, Z: 0.001162, Error: X: 0.189708, Y: 1.140862, Z: 0.048408, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573913
Current Pose: X: -0.189678, Y: -1.140841, Z: -0.048627, Yaw: 1.848154, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.189572, Y: 1.140769, Z: 0.170415, Velocity_in: X: -0.001712, Y: 0.000285, Z: 0.001100, Error: X: 0.189678, Y: 1.140841, Z: 0.048627, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573945
Current Pose: X: -0.189634, Y: -1.140804, Z: -0.048840, Yaw: 1.848165, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.189480, Y: 1.140673, Z: 0.171153, Velocity_in: X: -0.001491, Y: 0.000264, Z: 0.000961, Error: X: 0.189634, Y: 1.140804, Z: 0.048840, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 573978
