Current Pose: X: -0.134085, Y: -0.188342, Z: -0.219459, Yaw: 1.137330, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.603384, Y: 0.847539, Z: 0.987566, Velocity_in: X: 0.000000, Y: 0.000000, Z: 0.000000, Error: X: 0.134085, Y: 0.188342, Z: 0.219459, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 212901
Current Pose: X: -0.134094, Y: -0.188285, Z: -0.219446, Yaw: 1.137355, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.134125, Y: 0.188085, Z: 0.768046, Velocity_in: X: -0.002902, Y: 0.000642, Z: 0.000451, Error: X: 0.134094, Y: 0.188285, Z: 0.219446, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 212928
Current Pose: X: -0.134099, Y: -0.188238, Z: -0.219421, Yaw: 1.137332, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.134114, Y: 0.188074, Z: 0.767949, Velocity_in: X: -0.002622, Y: 0.000376, Z: 0.000695, Error: X: 0.134099, Y: 0.188238, Z: 0.219421, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 212965
Current Pose: X: -0.134105, Y: -0.188192, Z: -0.219466, Yaw: 1.137328, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.134128, Y: 0.188030, Z: 0.768176, Velocity_in: X: -0.002483, Y: 0.000464, Z: 0.000935, Error: X: 0.134105, Y: 0.188192, Z: 0.219466, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 212995
Current Pose: X: -0.134114, Y: -0.188174, Z: -0.219544, Yaw: 1.137296, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.134143, Y: 0.188112, Z: 0.768481, Velocity_in: X: -0.002423, Y: 0.000295, Z: 0.001036, Error: X: 0.134114, Y: 0.188174, Z: 0.219544, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 213026
Current Pose: X: -0.134114, Y: -0.188149, Z: -0.219626, Yaw: 1.137265, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.134115, Y: 0.188060, Z: 0.768775, Velocity_in: X: -0.002262, Y: -0.000125, Z: 0.000877, Error: X: 0.134114, Y: 0.188149, Z: 0.219626, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 213059
Current Pose: X: -0.134108, Y: -0.188119, Z: -0.219716, Yaw: 1.137279, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.134087, Y: 0.188017, Z: 0.769095, Velocity_in: X: -0.002069, Y: -0.000107, Z: 0.000974, Error: X: 0.134108, Y: 0.188119, Z: 0.219716, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 213092
Current Pose: X: -0.134112, Y: -0.188092, Z: -0.219822, Yaw: 1.137283, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.134126, Y: 0.187995, Z: 0.769484, Velocity_in: X: -0.001566, Y: -0.000060, Z: 0.000994, Error: X: 0.134112, Y: 0.188092, Z: 0.219822, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 213125
Current Pose: X: -0.134115, Y: -0.188061, Z: -0.219933, Yaw: 1.137299, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.134128, Y: 0.187952, Z: 0.769874, Velocity_in: X: -0.001713, Y: 0.000174, Z: 0.001119, Error: X: 0.134115, Y: 0.188061, Z: 0.219933, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 213158
Current Pose: X: -0.134110, Y: -0.188030, Z: -0.220022, Yaw: 1.137383, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.134092, Y: 0.187922, Z: 0.770166, Velocity_in: X: -0.001525, Y: -0.000290, Z: 0.000533, Error: X: 0.134110, Y: 0.188030, Z: 0.220022, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 213191
Current Pose: X: -0.134102, Y: -0.188000, Z: -0.219878, Yaw: 1.137405, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 0.134072, Y: 0.187895, Z: 0.769428, Velocity_in: X: -0.001271, Y: -0.000003, Z: 0.000456, Error: X: 0.134102, Y: 0.188000, Z: 0.219878, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 213224
