Current Pose: X: -1.167596, Y: -1.685008, Z: -0.177938, Yaw: 1.714643, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 5.254180, Y: 7.582536, Z: 0.800720, Velocity_in: X: 0.000000, Y: 0.000000, Z: 0.000000, Error: X: 1.167596, Y: 1.685008, Z: 0.177938, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 819044
Current Pose: X: -1.167620, Y: -1.685056, Z: -0.177903, Yaw: 1.714636, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 1.167704, Y: 1.685223, Z: 0.622625, Velocity_in: X: -0.000844, Y: 0.000641, Z: 0.005664, Error: X: 1.167620, Y: 1.685056, Z: 0.177903, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 819078
Current Pose: X: -1.167671, Y: -1.685141, Z: -0.177805, Yaw: 1.714644, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 1.167849, Y: 1.685441, Z: 0.622219, Velocity_in: X: -0.000819, Y: 0.000711, Z: 0.005792, Error: X: 1.167671, Y: 1.685141, Z: 0.177805, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 819110
Current Pose: X: -1.167706, Y: -1.685206, Z: -0.177706, Yaw: 1.714674, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 1.167830, Y: 1.685430, Z: 0.621872, Velocity_in: X: -0.000877, Y: 0.000870, Z: 0.005802, Error: X: 1.167706, Y: 1.685206, Z: 0.177706, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 819145
Current Pose: X: -1.167741, Y: -1.685272, Z: -0.177553, Yaw: 1.714666, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 1.167865, Y: 1.685506, Z: 0.621282, Velocity_in: X: -0.000901, Y: 0.000955, Z: 0.005640, Error: X: 1.167741, Y: 1.685272, Z: 0.177553, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 819175
Current Pose: X: -1.167793, Y: -1.685341, Z: -0.177377, Yaw: 1.714680, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 1.167973, Y: 1.685579, Z: 0.620643, Velocity_in: X: -0.001072, Y: 0.000947, Z: 0.005554, Error: X: 1.167793, Y: 1.685341, Z: 0.177377, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 819208
Current Pose: X: -1.167874, Y: -1.685441, Z: -0.177120, Yaw: 1.714685, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 1.168159, Y: 1.685792, Z: 0.619664, Velocity_in: X: -0.000911, Y: 0.001076, Z: 0.005382, Error: X: 1.167874, Y: 1.685441, Z: 0.177120, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 819244
Current Pose: X: -1.167954, Y: -1.685528, Z: -0.177063, Yaw: 1.714681, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 1.168233, Y: 1.685833, Z: 0.619665, Velocity_in: X: -0.000905, Y: 0.001392, Z: 0.005384, Error: X: 1.167954, Y: 1.685528, Z: 0.177063, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 819277
Current Pose: X: -1.168041, Y: -1.685641, Z: -0.177057, Yaw: 1.714695, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 1.168344, Y: 1.686035, Z: 0.619694, Velocity_in: X: -0.001121, Y: 0.001558, Z: 0.005445, Error: X: 1.168041, Y: 1.685641, Z: 0.177057, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 819310
Current Pose: X: -1.168095, Y: -1.685720, Z: -0.177035, Yaw: 1.714692, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 1.168284, Y: 1.685998, Z: 0.619601, Velocity_in: X: -0.001105, Y: 0.001656, Z: 0.005188, Error: X: 1.168095, Y: 1.685720, Z: 0.177035, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 819343
Current Pose: X: -1.168142, Y: -1.685793, Z: -0.177000, Yaw: 1.714689, Target Pose: X: 0.000000, Y: 0.000000, Z: 0.000000, Yaw: 0.000000, Velocity_out: X: 1.168307, Y: 1.686049, Z: 0.619465, Velocity_in: X: -0.001026, Y: 0.001528, Z: 0.005194, Error: X: 1.168142, Y: 1.685793, Z: 0.177000, Kp: 1.000000, Ki: 0.000000, Kd: 3.500000, Kp_z: 3.500000, Ki_z: 0.000000, Kd_z: 1.000000, Kp_yaw: 0.500000, Ki_yaw: 0.000000, Kd_yaw: 1.000000, Time: 819377
